timestamp,zone_id,building_id,floor,area_name,energy_kwh,energy_cost_usd,energy_anomaly_score,asset_id,asset_type,asset_health_score,asset_failure_risk_pct,room_id,current_occupancy,capacity,occupancy_pct,security_event_count,security_risk_level,combined_priority_score,primary_category,priority,recommended_action,annual_savings_usd
2026-03-02 01:55,ZONE-B2-F4,B2,4,Engineering Lab,45.1,6.31,0.21,GENE-B24043,Generator,72.2,27.8,R-B2414,5,15,33.3,2,Low,38.1,ENERGY,Medium,Inspect chilled water flow valves for leakage,3193.33
2026-03-02 02:20,ZONE-B3-F5,B3,5,Open Workspace,49.24,6.89,0.12,WATE-B35044,Water Pump,85.9,14.1,R-B3515,8,15,53.3,1,Low,54.0,ENERGY,Low,Inspect chilled water flow valves for leakage,2004.03
2026-03-02 02:45,ZONE-B1-F1,B1,1,Conference Hall,50.63,7.09,0.05,HVAC-B11045,HVAC Unit,94.5,5.5,R-B1101,19,30,63.3,3,Medium,48.4,ENERGY,Low,Adjust HVAC setpoints by +2°C during non-peak hours,1296.67
2026-03-02 03:10,ZONE-B2-F2,B2,2,Server Room,43.89,6.14,0.06,CHIL-B22046,Chiller,32.2,67.8,R-B2202,8,15,53.3,2,Low,84.5,MAINTENANCE,High,Schedule emergency bearing lubrication on Chiller #02,3450.06
2026-03-02 03:35,ZONE-B3-F3,B3,3,Cafeteria,47.05,6.59,0.06,AHU-B33047,AHU,90.2,9.8,R-B3303,18,30,60.0,0,Low,36.2,MAINTENANCE,Low,Replace worn HVAC air filter cartridges,708.34
2026-03-02 04:00,ZONE-B1-F4,B1,4,Research Wing,66.3,9.28,0.34,GENE-B14048,Generator,95.1,4.9,R-B1404,2,15,13.3,2,Low,23.7,OCCUPANCY,Medium,Consolidate open desks on Floor 3 to reduce thermal load,0.0
2026-03-02 04:25,ZONE-B2-F5,B2,5,Executive Suite,31.76,4.45,0.14,WATE-B25049,Water Pump,80.0,20.0,R-B2505,4,15,26.7,1,Low,27.2,SECURITY,Medium,Review CCTV footage at Server Room entry point,0.0
2026-03-02 04:50,ZONE-B3-F1,B3,1,Engineering Lab,43.98,6.16,0.18,HVAC-B31050,HVAC Unit,87.6,12.4,R-B3106,7,15,46.7,1,Medium,48.9,OCCUPANCY,Low,Reallocate team meetings from overcrowded Conference Hall,0.0
2026-03-02 05:15,ZONE-B1-F2,B1,2,Open Workspace,140.5,19.67,0.92,CHIL-B12051,Chiller,78.2,21.8,R-B1207,7,15,46.7,3,Low,84.0,ENERGY,High,Inspect chilled water flow valves for leakage,2166.08
2026-03-02 05:40,ZONE-B2-F3,B2,3,Conference Hall,38.33,5.37,0.15,AHU-B23052,AHU,76.2,23.8,R-B2308,8,30,26.7,1,Low,52.3,OCCUPANCY,Medium,Stagger cafeteria lunch shifts to prevent density spikes,0.0
2026-03-02 06:05,ZONE-B3-F4,B3,4,Server Room,25.85,3.62,0.18,GENE-B34053,Generator,94.9,5.1,R-B3409,1,15,6.7,3,Low,45.9,SECURITY,Medium,Lock down restricted laboratory entry door,0.0
2026-03-02 06:30,ZONE-B1-F5,B1,5,Cafeteria,58.45,8.18,0.26,WATE-B15054,Water Pump,76.5,23.5,R-B1510,18,30,60.0,0,Low,44.9,MAINTENANCE,Medium,Inspect compressor vibration isolators immediately,2692.48
2026-03-02 06:55,ZONE-B2-F1,B2,1,Research Wing,65.28,9.14,0.24,HVAC-B21055,HVAC Unit,73.5,26.5,R-B2111,2,15,13.3,3,Medium,34.3,SECURITY,Low,Re-issue temporary visitor clearance passes,0.0
2026-03-02 07:20,ZONE-B3-F2,B3,2,Executive Suite,57.27,8.02,0.32,CHIL-B32056,Chiller,78.0,22.0,R-B3212,0,15,0.0,3,Low,44.3,MAINTENANCE,Low,Inspect compressor vibration isolators immediately,1353.49
2026-03-02 07:45,ZONE-B1-F3,B1,3,Engineering Lab,42.93,6.01,0.12,AHU-B13057,AHU,85.5,14.5,R-B1313,14,15,93.3,2,Low,70.0,OCCUPANCY,Medium,Stagger cafeteria lunch shifts to prevent density spikes,0.0
2026-03-02 08:10,ZONE-B2-F4,B2,4,Open Workspace,32.49,4.55,0.09,GENE-B24058,Generator,89.2,10.8,R-B2414,10,15,66.7,1,Low,26.9,ENERGY,Medium,Optimize ventilation fan speeds during lunch breaks,2938.16
2026-03-02 08:35,ZONE-B3-F5,B3,5,Conference Hall,53.41,7.48,0.12,WATE-B35059,Water Pump,87.2,12.8,R-B3515,15,30,50.0,3,Low,44.9,ENERGY,Low,Adjust HVAC setpoints by +2°C during non-peak hours,3328.63
2026-03-02 09:00,ZONE-B1-F1,B1,1,Server Room,25.76,3.61,0.12,HVAC-B11060,HVAC Unit,88.2,11.8,R-B1101,6,15,40.0,3,Medium,46.8,OCCUPANCY,Medium,Enable floating desk booking policy for underutilized zones,0.0
2026-03-02 09:25,ZONE-B2-F2,B2,2,Cafeteria,69.92,9.79,0.3,CHIL-B22061,Chiller,79.8,20.2,R-B2202,15,30,50.0,0,Low,29.5,SECURITY,Medium,Flag unverified badge ID attempt for security audit,0.0
2026-03-02 09:50,ZONE-B3-F3,B3,3,Research Wing,37.68,5.28,0.34,AHU-B33062,AHU,78.1,21.9,R-B3303,3,15,20.0,10,Critical,92.1,SECURITY,Critical,Re-issue temporary visitor clearance passes,0.0
2026-03-02 10:15,ZONE-B1-F4,B1,4,Executive Suite,41.33,5.79,0.28,GENE-B14063,Generator,77.8,22.2,R-B1404,4,15,26.7,2,Low,20.8,OCCUPANCY,Low,Reallocate team meetings from overcrowded Conference Hall,0.0
2026-03-02 10:40,ZONE-B2-F5,B2,5,Engineering Lab,68.39,9.57,0.05,WATE-B25064,Water Pump,86.7,13.3,R-B2505,7,15,46.7,3,Low,35.5,MAINTENANCE,Medium,Replace worn HVAC air filter cartridges,4040.22
2026-03-02 11:05,ZONE-B3-F1,B3,1,Open Workspace,58.97,8.26,0.02,HVAC-B31065,HVAC Unit,93.2,6.8,R-B3106,2,15,13.3,2,Medium,37.4,MAINTENANCE,Low,Inspect compressor vibration isolators immediately,3414.94
2026-03-02 11:30,ZONE-B1-F2,B1,2,Conference Hall,61.07,8.55,0.33,CHIL-B12066,Chiller,88.2,11.8,R-B1207,17,30,56.7,1,Low,45.9,SECURITY,Medium,Lock down restricted laboratory entry door,0.0
2026-03-02 11:55,ZONE-B2-F3,B2,3,Server Room,38.97,5.46,0.21,AHU-B23067,AHU,91.1,8.9,R-B2308,4,15,26.7,2,Low,41.3,ENERGY,Low,Adjust HVAC setpoints by +2°C during non-peak hours,1162.11
2026-03-02 12:20,ZONE-B3-F4,B3,4,Cafeteria,93.1,13.03,0.92,GENE-B34068,Generator,88.5,11.5,R-B3409,9,30,30.0,1,Low,70.6,ENERGY,Medium,Optimize ventilation fan speeds during lunch breaks,4159.0
2026-03-02 12:45,ZONE-B1-F5,B1,5,Research Wing,40.51,5.67,0.09,WATE-B15069,Water Pump,39.9,60.1,R-B1510,3,15,20.0,3,Low,83.3,MAINTENANCE,High,Replace worn HVAC air filter cartridges,3809.82
2026-03-02 13:10,ZONE-B2-F1,B2,1,Executive Suite,66.99,9.38,0.22,HVAC-B21070,HVAC Unit,85.0,15.0,R-B2111,3,15,20.0,2,Medium,43.4,OCCUPANCY,Medium,Reallocate team meetings from overcrowded Conference Hall,0.0
2026-03-02 13:35,ZONE-B3-F2,B3,2,Engineering Lab,33.29,4.66,0.16,CHIL-B32071,Chiller,94.8,5.2,R-B3212,3,15,20.0,1,Low,27.9,MAINTENANCE,Medium,Inspect compressor vibration isolators immediately,2345.54
2026-03-02 14:00,ZONE-B1-F3,B1,3,Open Workspace,69.22,9.69,0.13,AHU-B13072,AHU,79.5,20.5,R-B1313,10,15,66.7,1,Low,46.9,OCCUPANCY,Low,Enable floating desk booking policy for underutilized zones,0.0
2026-03-02 14:25,ZONE-B2-F4,B2,4,Conference Hall,57.52,8.05,0.3,GENE-B24073,Generator,92.5,7.5,R-B2414,5,30,16.7,3,Low,29.6,OCCUPANCY,Medium,Stagger cafeteria lunch shifts to prevent density spikes,0.0
2026-03-02 14:50,ZONE-B3-F5,B3,5,Server Room,28.93,4.05,0.25,WATE-B35074,Water Pump,88.2,11.8,R-B3515,5,15,33.3,3,Low,52.8,OCCUPANCY,Medium,Enable floating desk booking policy for underutilized zones,0.0
2026-03-02 15:15,ZONE-B1-F1,B1,1,Cafeteria,63.33,8.87,0.08,HVAC-B11075,HVAC Unit,79.5,20.5,R-B1101,12,30,40.0,1,Medium,31.4,MAINTENANCE,Medium,Replace worn HVAC air filter cartridges,2637.08
2026-03-02 15:40,ZONE-B2-F2,B2,2,Research Wing,61.84,8.66,0.2,CHIL-B22076,Chiller,93.1,6.9,R-B2202,14,15,93.3,0,Low,72.8,OCCUPANCY,Medium,Reallocate team meetings from overcrowded Conference Hall,0.0
2026-03-02 16:05,ZONE-B3-F3,B3,3,Executive Suite,37.26,5.22,0.34,AHU-B33077,AHU,72.6,27.4,R-B3303,7,15,46.7,0,Low,40.8,SECURITY,Medium,Lock down restricted laboratory entry door,0.0
2026-03-02 16:30,ZONE-B1-F4,B1,4,Engineering Lab,50.65,7.09,0.28,GENE-B14078,Generator,74.9,25.1,R-B1404,5,15,33.3,3,Low,30.0,OCCUPANCY,Medium,Enable floating desk booking policy for underutilized zones,0.0
2026-03-02 16:55,ZONE-B2-F5,B2,5,Open Workspace,27.17,3.8,0.18,WATE-B25079,Water Pump,90.8,9.2,R-B2505,5,15,33.3,0,Low,49.0,ENERGY,Low,Optimize ventilation fan speeds during lunch breaks,2947.58
2026-03-02 17:20,ZONE-B3-F1,B3,1,Conference Hall,60.61,8.49,0.22,HVAC-B31080,HVAC Unit,94.8,5.2,R-B3106,1,30,3.3,2,Medium,33.1,OCCUPANCY,Medium,Consolidate open desks on Floor 3 to reduce thermal load,0.0
2026-03-02 17:45,ZONE-B1-F2,B1,2,Server Room,25.59,3.58,0.24,CHIL-B12081,Chiller,90.4,9.6,R-B1207,5,15,33.3,3,Low,31.8,SECURITY,Low,Lock down restricted laboratory entry door,0.0
2026-03-02 18:10,ZONE-B2-F3,B2,3,Cafeteria,37.66,5.27,0.35,AHU-B23082,AHU,91.5,8.5,R-B2308,4,30,13.3,0,Low,51.3,OCCUPANCY,Medium,Stagger cafeteria lunch shifts to prevent density spikes,0.0
2026-03-02 18:35,ZONE-B3-F4,B3,4,Research Wing,43.84,6.14,0.34,GENE-B34083,Generator,81.2,18.8,R-B3409,7,15,46.7,1,Low,39.4,ENERGY,Low,Adjust HVAC setpoints by +2°C during non-peak hours,2578.35
2026-03-02 19:00,ZONE-B1-F5,B1,5,Executive Suite,41.52,5.81,0.27,WATE-B15084,Water Pump,92.3,7.7,R-B1510,1,15,6.7,3,Low,40.8,MAINTENANCE,Low,Schedule emergency bearing lubrication on Chiller #02,1713.03
2026-03-02 19:25,ZONE-B2-F1,B2,1,Engineering Lab,139.89,19.58,0.92,HVAC-B21085,HVAC Unit,82.5,17.5,R-B2111,1,15,6.7,1,Medium,76.4,ENERGY,High,Implement automated LED dimming schedule,1518.65
2026-03-02 19:50,ZONE-B3-F2,B3,2,Open Workspace,50.72,7.1,0.19,CHIL-B32086,Chiller,77.5,22.5,R-B3212,1,15,6.7,3,Low,36.2,SECURITY,Low,Flag unverified badge ID attempt for security audit,0.0
2026-03-02 20:15,ZONE-B1-F3,B1,3,Conference Hall,32.3,4.52,0.04,AHU-B13087,AHU,89.9,10.1,R-B1313,16,30,53.3,1,Low,28.5,SECURITY,Low,Flag unverified badge ID attempt for security audit,0.0
2026-03-02 20:40,ZONE-B2-F4,B2,4,Server Room,53.15,7.44,0.06,GENE-B24088,Generator,93.5,6.5,R-B2414,1,15,6.7,0,Low,49.9,SECURITY,Medium,Re-issue temporary visitor clearance passes,0.0
2026-03-02 21:05,ZONE-B3-F5,B3,5,Cafeteria,58.53,8.19,0.19,WATE-B35089,Water Pump,94.2,5.8,R-B3515,9,30,30.0,0,Low,26.1,ENERGY,Low,Inspect chilled water flow valves for leakage,1029.65
2026-03-02 21:30,ZONE-B1-F1,B1,1,Research Wing,30.45,4.26,0.21,HVAC-B11090,HVAC Unit,90.3,9.7,R-B1101,10,15,66.7,1,Medium,23.3,MAINTENANCE,Low,Replace worn HVAC air filter cartridges,4248.17
2026-03-02 21:55,ZONE-B2-F2,B2,2,Executive Suite,35.79,5.01,0.33,CHIL-B22091,Chiller,91.4,8.6,R-B2202,2,15,13.3,1,Low,23.6,OCCUPANCY,Low,Reallocate team meetings from overcrowded Conference Hall,0.0
2026-03-02 22:20,ZONE-B3-F3,B3,3,Engineering Lab,30.62,4.29,0.11,AHU-B33092,AHU,44.8,55.2,R-B3303,2,15,13.3,3,Low,71.9,MAINTENANCE,Medium,Calibrate pressure sensor telemetry on Pump #04,3931.72
2026-03-02 22:45,ZONE-B1-F4,B1,4,Open Workspace,52.11,7.3,0.19,GENE-B14093,Generator,73.8,26.2,R-B1404,4,15,26.7,4,High,87.4,SECURITY,High,Lock down restricted laboratory entry door,0.0
2026-03-02 23:10,ZONE-B2-F5,B2,5,Conference Hall,50.5,7.07,0.31,WATE-B25094,Water Pump,74.9,25.1,R-B2505,3,30,10.0,0,Low,31.9,OCCUPANCY,Medium,Reallocate team meetings from overcrowded Conference Hall,0.0
2026-03-02 23:35,ZONE-B3-F1,B3,1,Server Room,61.81,8.65,0.34,HVAC-B31095,HVAC Unit,82.7,17.3,R-B3106,14,15,93.3,2,Medium,62.0,OCCUPANCY,Medium,Stagger cafeteria lunch shifts to prevent density spikes,0.0
2026-03-03 00:00,ZONE-B1-F2,B1,2,Cafeteria,25.23,3.53,0.11,CHIL-B12096,Chiller,90.4,9.6,R-B1207,11,30,36.7,2,Low,43.7,SECURITY,Medium,Review CCTV footage at Server Room entry point,0.0
2026-03-03 00:25,ZONE-B2-F3,B2,3,Research Wing,34.85,4.88,0.22,AHU-B23097,AHU,91.4,8.6,R-B2308,8,15,53.3,1,Low,31.1,OCCUPANCY,Medium,Stagger cafeteria lunch shifts to prevent density spikes,0.0
2026-03-03 00:50,ZONE-B3-F4,B3,4,Executive Suite,53.88,7.54,0.14,GENE-B34098,Generator,90.5,9.5,R-B3409,0,15,0.0,2,Low,54.2,MAINTENANCE,Medium,Calibrate pressure sensor telemetry on Pump #04,523.15
2026-03-03 01:15,ZONE-B1-F5,B1,5,Engineering Lab,52.99,7.42,0.08,WATE-B15099,Water Pump,83.6,16.4,R-B1510,7,15,46.7,0,Low,37.6,MAINTENANCE,Low,Replace worn HVAC air filter cartridges,630.16
2026-03-03 01:40,ZONE-B2-F1,B2,1,Open Workspace,47.53,6.65,0.05,HVAC-B21100,HVAC Unit,76.7,23.3,R-B2111,2,15,13.3,3,Medium,41.1,SECURITY,Medium,Re-issue temporary visitor clearance passes,0.0
2026-03-03 02:05,ZONE-B3-F2,B3,2,Conference Hall,27.55,3.86,0.15,CHIL-B32101,Chiller,86.6,13.4,R-B3212,12,30,40.0,0,Low,50.7,MAINTENANCE,Medium,Schedule emergency bearing lubrication on Chiller #02,3733.78
2026-03-03 02:30,ZONE-B1-F3,B1,3,Server Room,151.26,21.18,0.92,AHU-B13102,AHU,90.8,9.2,R-B1313,1,15,6.7,0,Low,83.9,ENERGY,High,Adjust HVAC setpoints by +2°C during non-peak hours,1350.71
2026-03-03 02:55,ZONE-B2-F4,B2,4,Cafeteria,53.23,7.45,0.08,GENE-B24103,Generator,73.0,27.0,R-B2414,17,30,56.7,0,Low,39.6,ENERGY,Medium,Adjust HVAC setpoints by +2°C during non-peak hours,2389.83
2026-03-03 03:20,ZONE-B3-F5,B3,5,Research Wing,36.13,5.06,0.21,WATE-B35104,Water Pump,92.1,7.9,R-B3515,1,15,6.7,2,Low,53.2,ENERGY,Medium,Inspect chilled water flow valves for leakage,1372.95
2026-03-03 03:45,ZONE-B1-F1,B1,1,Executive Suite,55.16,7.72,0.05,HVAC-B11105,HVAC Unit,73.5,26.5,R-B1101,9,15,60.0,3,Medium,47.1,OCCUPANCY,Low,Consolidate open desks on Floor 3 to reduce thermal load,0.0
2026-03-03 04:10,ZONE-B2-F2,B2,2,Engineering Lab,60.44,8.46,0.33,CHIL-B22106,Chiller,87.4,12.6,R-B2202,1,15,6.7,2,Low,31.4,MAINTENANCE,Medium,Inspect compressor vibration isolators immediately,531.19
2026-03-03 04:35,ZONE-B3-F3,B3,3,Open Workspace,53.42,7.48,0.23,AHU-B33107,AHU,92.0,8.0,R-B3303,8,15,53.3,1,Low,30.8,ENERGY,Low,Optimize ventilation fan speeds during lunch breaks,678.67
2026-03-03 05:00,ZONE-B1-F4,B1,4,Conference Hall,43.98,6.16,0.13,GENE-B14108,Generator,86.1,13.9,R-B1404,16,30,53.3,2,Low,41.9,ENERGY,Low,Optimize ventilation fan speeds during lunch breaks,690.07
